State,School district,LEAID,"Total number of  grade 8 students",Number of grade 8 students enrolled in Algebra I,Percentage of grade 8 students enrolled in Algebra I 
CA,SONOMA COUNTY OFFICE OF EDUCATION,0691040,22,0,0
CA,STANISLAUS COUNTY OFFICE OF EDUCATION,0691041,61,0,0
CA,SUTTER COUNTY OFFICE OF EDUCATION,0691042,19,0,0
CA,TEHAMA COUNTY OFFICE OF EDUCATION,0691043,31,0,0
CA,TRINITY COUNTY OFFICE OF EDUCATION,0691044,2,2,100
CA,TULARE COUNTY OFFICE OF EDUCATION,0691045,179,0,0
CA,TUOLUMNE COUNTY SUPERINTENDENT OF SCHOOLS,0691046,13,0,0
CA,VENTURA COUNTY OFFICE OF EDUCATION,0691047,158,0,0
CA,YUBA COUNTY OFFICE OF EDUCATION,0691048,23,0,0
CA,YOLO COUNTY OFFICE OF EDUCATION,0691049,10,0,0
CA,COMMUNITY SCHOOL FOR CREATIVE EDUCATION,0691051,59,0,0
CA,UNCHARTED SHORES ACADEMY,0691063,30,0,0
CA,ENVIRONMENTAL CHARTER MIDDLE - INGLEWOOD,0691078,416,36,8.653846154
CA,MARIPOSA COUNTY OFFICE OF EDUCATION,0691090,5,0,0
CA,MODOC COUNTY OFFICE OF EDUCATION,0691093,2,0,0
CA,PLUMAS COUNTY OFFICE OF EDUCATION,0691102,6,0,0
CA,SAN FRANCISCO COUNTY OFFICE OF EDUCATION,0691111,14,0,0
CA,SOLANO COUNTY OFFICE OF EDUCATION,0691122,21,0,0
CA,GOLDEN PLAINS UNIFIED,0691134,146,0,0
CA,VAL VERDE UNIFIED,0691135,1586,217,13.68221942
CA,AROMAS/SAN JUAN UNIFIED,0691136,92,0,0
CA,BIG OAK FLAT-GROVELAND UNIFIED,0691137,22,0,0
CO,CHEYENNE COUNTY SCHOOL DISTRICT NO. RE-5,0800001,15,7,46.66666667
CO,YUMA 1 SCHOOL DISTRICT,0800016,47,17,36.17021277
CO,WRAY RD-2 SCHOOL DISTRICT,0800017,44,6,13.63636364
CO,IDALIA RJ-3 SCHOOL DISTRICT,0800018,15,0,0
CO,ACADEMY SCHOOL DISTRICT 20,0801920,2007,773,38.51519681
CO,SCHOOL DISTRICT N. 14 IN THE COUNTY OF ADAMS & STATE OF COLO,0801950,548,77,14.05109489
CO,AGUILAR REORGANIZED SCHOOL DISTRICT NO. 6,0802010,9,0,0
CO,AKRON SCHOOL DISTRICT NO. R-1,0802040,15,0,0
CO,ALAMOSA SCHOOL DISTRICT NO. RE-11J,0802070,177,37,20.9039548
CO,SOUTH CONEJOS SCHOOL DISTRICT NO. RE10,0802130,18,0,0
CO,ARCHULETA COUNTY SCHOOL DISTRICT NO. 50 JT,0802190,119,0,0
CO,ARICKAREE SCHOOL DISTRICT NO. R-2,0802220,11,0,0
CO,ARRIBA-FLAGLER CONSOLIDATED SCHOOL DISTRICT NO. 20,0802260,11,0,0
CO,ASPEN SCHOOL DISTRICT NO. 1 IN THE COUNTY OF PITKIN AND STA,0802280,151,90,59.60264901
CO,WELD COUNTY SCHOOL DISTRICT NO. RE-9,0802310,74,64,86.48648649
CO,AURORA JOINT DISTRICT NO. 28 OF THE COUNTIES OF ADAMS AND A,0802340,2868,250,8.716875872
CO,PLATTE CANYON SCHOOL DISTRICT NO. 1,0802370,75,6,8
CO,BAYFIELD SCHOOL DISTRICT NO. 10JT-R,0802400,84,0,0
CO,BENNETT SCHOOL DISTRICT NO. 29J,0802430,98,12,12.24489796
CO,BETHUNE SCHOOL DISTRICT NO. R- 5,0802460,7,0,0
CO,BOULDER VALLEY SCHOOL DISTRICT NO. RE2,0802490,2402,783,32.59783514
CO,BRANSON REORGANIZED SCHOOL DISTRICT NO. 82,0802520,46,13,28.26086957
CO,SCHOOL DISTRICT 27J,0802580,1140,170,14.9122807
CO,SCHOOL DISTRICT NO. RE-2 BRUSH,0802610,126,46,36.50793651
CO,BUENA VISTA SCHOOL DISTRICT R-31,0802640,64,35,54.6875
CO,BURLINGTON PUBLIC SCHOOL DISTRICT NO. RE-6J,0802670,42,0,0
CO,BYERS SCHOOL DISTRICT NO. 32J,0802700,244,20,8.196721311
CO,CALHAN DISTRICT NO. RJ1,0802730,38,6,15.78947368
CO,CAMPO SCHOOL DISTRICT NO. RE-6,0802760,2,0,0
CO,FREMONT RE-1,0802790,287,41,14.28571429
CO,CENTER CONSOLIDATED SCHOOL DISTRICT NO. 26 JT. OF THE COUNT,0802850,55,0,0
CO,CHERAW SCHOOL DISTRICT NO. 31 IN THE COUNTY OF OTERO AND S,0802880,11,0,0
CO,CHERRY CREEK SCHOOL DISTRICT NO. 5 IN THE COUNTY OF ARAPAH,0802910,4235,1020,24.0850059
CO,CHEYENNE MOUNTAIN SCHOOL DISTRICT NO. 12 IN THE COUNTY OF E,0802940,381,89,23.35958005
CO,CLEAR CREEK SCHOOL DISTRICT NO. RE-1,0803000,57,44,77.19298246
CO,PLATEAU VALLEY SCHOOL DISTRICT NO. 50 IN THE COUNTY OF MESA,0803030,23,0,0
CO,COLORADO SPRINGS SCHOOL DISTRICT NO. 11 IN THE COUNTY OF E,0803060,2024,337,16.65019763
CO,MONTEZUMA-CORTEZ SCHOOL DISTRICT NO. RE-1,0803090,195,40,20.51282051
CO,FREMONT RE-3,0803120,27,11,40.74074074
CO,CRIPPLE CREEK-VICTOR SCHOOL DISTRICT NO. RE-1,0803180,24,2,8.333333333
CO,CROWLEY COUNTY SCHOOL DISTRICT NO. RE-1-J,0803210,30,8,26.66666667
CO,DE BEQUE JOINT DISTRICT NO. 49 OF THE COUNTIES OF MESA AND,0803240,9,2,22.22222222
CO,DEER TRAIL SCHOOL DISTRICT NO. 26J,0803270,14,9,64.28571429
CO,DEL NORTE CONSOLIDATED SCHOOL DISTRICT NO. C-7,0803300,44,0,0
CO,DELTA COUNTY JOINT DISTRICT NO. 50,0803330,369,85,23.03523035
CO,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,0803360,5228,3205,61.30451415
CO,DOLORES SCHOOL DISTRICT NO. RE-4A,0803390,58,0,0
CO,DOLORES COUNTY SCHOOL DISTRICT RE-2J,0803420,20,8,40
CO,DOUGLAS COUNTY SCHOOL DISTRICT NO. RE 1,0803450,5357,1775,33.13421691
CO,DURANGO SCHOOL DISTRICT NO. 9-R,0803480,319,79,24.76489028
CO,KIOWA COUNTY SCHOOL DISTRICT  RE-1,0803510,12,0,0
CO,EAGLE COUNTY SCHOOL DISTRICT NO. RE 50,0803540,522,27,5.172413793
CO,WELD COUNTY SCHOOL DISTRICT NO. RE-2,0803600,151,127,84.10596026
CO,EDISON JOINT DISTRICT NO. 54 OF THE COUNTIES OF EL PASO AND,0803630,10,0,0
CO,ELBERT SCHOOL DISTRICT NO. 200,0803690,13,4,30.76923077
CO,SCHOOL DISTRICT NO. C-1 IN THE COUNTY OF ELBERT AND STATE O,0803720,195,57,29.23076923
CO,ELLICOTT SCHOOL DISTRICT NO. 22 IN THE COUNTY OF EL PASO A,0803750,76,0,0
CO,ENGLEWOOD SCHOOL DISTRICT NO. 1 IN THE COUNTY OF ARAPAHOE,0803780,160,0,0
CO,ESTES PARK SCHOOL DISTRICT R-3,0803810,72,22,30.55555556
CO,PARK COUNTY SCHOOL DISTRICT NO. RE-2,0803840,38,7,18.42105263
CO,FALCON SCHOOL DISTRICT NO. 49 IN THE COUNTY OF EL PASO AND,0803870,1227,127,10.35044825
CO,SCHOOL DISTRICT NO. RE-3 FRENCHMAN,0803930,15,0,0
CO,FREMONT RE-2,0803960,89,27,30.33707865
CO,POUDRE SCHOOL DISTRICT R-1,0803990,2134,938,43.95501406
CO,WELD COUNTY REORGANIZED SCHOOL DISTRICT NO. RE-8,0804020,16,14,87.5
CO,SCHOOL DISTRICT NO. RE-3 FORT MORGAN,0804050,226,50,22.12389381
CO,FOUNTAIN SCHOOL DISTRICT NO. 8 IN THE COUNTY OF EL PASO,0804080,520,118,22.69230769
CO,FOWLER SCHOOL DISTRICT NO. R4J,0804110,29,6,20.68965517
CO,SIERRA GRANDE SCHOOL DISTRICT NO. R-30,0804140,15,0,0
CO,WELD COUNTY REORGANIZED SCHOOL DISTRICT NO. RE-1,0804200,133,2,1.503759398
CO,GILPIN COUNTY SCHOOL DISTRICT NO. RE-1,0804230,42,23,54.76190476
CO,ROARING FORK SCHOOL DISTRICT NO. RE-1,0804260,383,36,9.399477807
CO,GRANADA SCHOOL DISTRICT NO. RE-1,0804290,11,0,0
CO,EAST GRAND SCHOOL DISTRICT NO. 2,0804320,100,23,23
CO,MESA COUNTY VALLEY SCHOOL DISTRICT NO. 51,0804350,1059,898,84.79697828
CO,GARFIELD COUNTY SCHOOL DISTRICT NO. 16,0804380,87,0,0
CO,WELD COUNTY SCHOOL DISTRICT 6,0804410,1474,74,5.020352782
CO,SCHOOL DISTRICT NO. RE-12 IN THE COUNTY OF WELD AND STATE OF,0804440,2,2,100
CO,GUNNISON WATERSHED SCHOOL DISTRICT RE1J,0804470,158,122,77.21518987
CO,HANOVER SCHOOL DISTRICT NO. 28,0804500,20,0,0
CO,HARRISON SCHOOL DISTRICT NO. 2 IN THE COUNTY OF EL PASO AN,0804530,905,202,22.32044199
CO,HAXTUN SCHOOL DISTRICT NO. RE-2J,0804560,16,7,43.75
CO,HAYDEN SCHOOL DISTRICT NO. RE 1,0804590,28,0,0
CO,HINSDALE COUNTY SCHOOL DISTRICT NO. RE-1,0804620,5,0,0
CO,HOLLY SCHOOL DISTRICT NO. RE-3,0804680,19,0,0
CO,HOLYOKE SCHOOL DISTRICT NO. RE-1J,0804710,43,22,51.1627907
CO,GENOA-HUGO SCHOOL DISTRICT NO. C-113,0804740,9,0,0
CO,IGNACIO SCHOOL DISTRICT NO. 11JT,0804770,56,20,35.71428571
CO,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,0804800,6290,1678,26.6772655
CO,WELD COUNTY SCHOOL DISTRICT RE-5J,0804830,282,24,8.510638298
CO,JULESBURG SCHOOL DISTRICT NO. RE1,0804860,68,16,23.52941176
CO,KARVAL SCHOOL DISTRICT NO. RE 23,0804890,2,2,100
CO,WELD COUNTY SCHOOL DISTRICT RE-3J,0804920,178,32,17.97752809
CO,WELD COUNTY SCHOOL DISTRICT NO. RE-7,0804950,99,25,25.25252525
CO,KIM REORGANIZED SCHOOL DISTRICT NO. 88,0804980,4,0,0
CO,ELBERT COUNTY SCHOOL DISTRICT C-2,0805010,23,12,52.17391304
CO,KIT CARSON SCHOOL DISTRICT NO. R-1,0805040,11,11,100
CO,WEST GRAND SCHOOL DISTRICT NO. 1,0805070,40,17,42.5
CO,NORTH CONEJOS SCHOOL DISTRICT NO. RE1J,0805100,72,0,0
CO,EAST OTERO SCHOOL DISTRICT NO. R1,0805130,107,32,29.90654206
CO,LAKE COUNTY SCHOOL DISTRICT NO. R-1,0805190,83,0,0
CO,LAMAR SCHOOL DISTRICT NO. RE-2,0805220,109,23,21.10091743
CO,LAS ANIMAS SCHOOL DISTRICT NO. RE-1,0805250,37,0,0
CO,LIMON SCHOOL DISTRICT NO. RE 4J,0805280,34,0,0
CO,LITTLETON SCHOOL DISTRICT NO. 6 IN THE COUNTY OF ARAPAHOE,0805310,1144,327,28.58391608
CO,LONE STAR SCHOOL DISTRICT NO. 101,0805340,4,2,50
CO,ST. VRAIN VALLEY SCHOOL DISTRICT NO. RE1J,0805370,2368,705,29.77195946
CO,THOMPSON SCHOOL DISTRICT R-2J,0805400,1153,268,23.24371206
CO,MANCOS SCHOOL DISTRICT RE-6,0805460,37,0,0
CO,MANITOU SPRINGS SCHOOL DISTRICT NO. 14 IN THE COUNTY OF EL PASO,0805490,137,54,39.41605839
CO,MANZANOLA JOINT DISTRICT NO. 3J OF THE COUNTIES OF OTERO A,0805520,7,2,28.57142857
CO,MAPLETON SCHOOL DISTRICT NO. 1 IN THE COUNTY OF ADAMS & ST,0805550,684,174,25.43859649
CO,MCCLAVE SCHOOL DISTRICT NO. RE-2,0805580,21,0,0
CO,MEEKER SCHOOL DISTRICT RE1,0805610,46,0,0
CO,SCHOOL DISTRICT NO. RE-4 BUFFALO,0805640,23,0,0
CO,MIAMI-YODER JOINT DISTRICT NO. 60 OF THE COUNTIES OF EL PAS,0805670,19,0,0
CO,MOFFAT SCHOOL DISTRICT NO. 2 IN THE COUNTY OF SAGUACHE AND,0805700,12,0,0
CO,MOFFAT COUNTY SCHOOL DISTRICT RE: NO. 1,0805730,150,22,14.66666667
CO,MONTE VISTA SCHOOL DISTRICT NO. C-8,0805760,90,12,13.33333333
CO,MONTROSE COUNTY SCHOOL DISTRICT RE-1J,0805790,480,122,25.41666667
CO,LEWIS-PALMER CONSOLIDATED SCHOOL DISTRICT NO. 38 IN THE CO,0805820,490,193,39.3877551
CO,WEST END SCHOOL DISTRICT NO. RE-2,0805850,20,7,35
CO,NORWOOD SCHOOL DISTRICT NO. R-2J,0805880,16,2,12.5
CO,SOUTH ROUTT SCHOOL DISTRICT NO. RE 3,0805910,26,10,38.46153846
CO,OTIS SCHOOL DISTRICT NO. R-3,0805940,14,4,28.57142857
CO,REVERE SCHOOL DISTRICT,0806000,12,12,100
CO,SCHOOL DISTRICT NO. RE-5 PLATEAU,0806030,14,0,0
CO,PEYTON SCHOOL DISTRICT NO. 23 IN THE COUNTY OF EL PASO AND,0806060,61,35,57.37704918
CO,PRITCHETT SCHOOL DISTRICT NO. RE-3,0806090,8,4,50
CO,PUEBLO SCHOOL DISTRICT NO. 60,0806120,1170,178,15.21367521
CO,PUEBLO COUNTY SCHOOL DISTRICT 70,0806150,813,55,6.765067651
CO,RANGELY SCHOOL DISTRICT RE4,0806180,27,16,59.25925926
CO,RIDGWAY SCHOOL DISTRICT NO. R-2  OF  THE COUNTY OF OURAY,0806210,37,18,48.64864865
CO,GARFIELD SCHOOL DISTRICT NO. RE-2,0806240,364,93,25.54945055
CO,ROCKY FORD SCHOOL DISTRICT NO. R2,0806270,64,7,10.9375
CO,MOUNTAIN VALLEY SCHOOL DISTRICT NO. RE 1,0806300,11,0,0
CO,SALIDA SCHOOL DISTRICT NO. R-32,0806330,81,25,30.86419753
CO,CENTENNIAL SCHOOL DISTRICT NO. R-1,0806360,17,4,23.52941176
CO,SANFORD SCHOOL DISTRICT NO. 6 IN THE COUNTY OF CONEJOS AND,0806390,27,20,74.07407407
CO,SANGRE DE CRISTO SCHOOL DISTRICT NO. RE-22J,0806420,24,2,8.333333333
CO,SARGENT SCHOOL DISTRICT NO. RE-33J,0806450,28,14,50
CO,SCHOOL DISTRICT NO. 3 IN THE COUNTY OF EL PASO AND STATE OF,0806480,664,0,0
CO,HI-PLAINS R-23,0806510,6,0,0
CO,SHERIDAN SCHOOL DISTRICT NO. 2,0806540,119,22,18.48739496
CO,SILVERTON SCHOOL DISTRICT NO. 1 IN THE COUNTY OF SAN JUAN,0806570,5,4,80
CO,BIG SANDY SCHOOL DISTRICT NO. 100J,0806600,22,10,45.45454545
CO,SPRINGFIELD SCHOOL DISTRICT NO. RE-4,0806630,13,0,0
CO,STEAMBOAT SPRINGS SCHOOL DISTRICT NO. RE 2,0806660,201,60,29.85074627
CO,SCHOOL DISTRICT NO. RE-1 VALLEY,0806690,136,0,0
CO,SCHOOL DISTRICT NO. RE-11 IN THE COUNTY OF WELD AND STATE OF,0806720,17,4,23.52941176
CO,STRASBURG SCHOOL DISTRICT 31J,0806750,89,19,21.34831461
CO,SCHOOL DISTRICT NO. R-4 IN THE COUNTY OF KIT CARSON AND STAT,0806780,7,4,57.14285714
CO,SUMMIT SCHOOL DISTRICT NO. RE 1,0806810,252,63,25
CO,SWINK SCHOOL DISTRICT NO. 33 IN THE COUNTY OF OTERO AND ST,0806840,31,6,19.35483871
CO,TELLURIDE SCHOOL DISTRICT NO. R-1,0806870,80,23,28.75
CO,ADAMS 12 FIVE STAR SCHOOLS,0806900,3071,48,1.563008792
CO,KIOWA COUNTY SCHOOL DISTRICT NO. RE-2,0806930,9,0,0
CO,TRINIDAD SCHOOL DISTRICT 1 IN THE COUNTY OF LAS ANIMAS AND,0806960,96,81,84.375
CO,VILAS SCHOOL DISTRICT RE-5,0806990,8,4,50
CO,NORTH PARK SCHOOL DISTRICT R-1,0807050,14,14,100
CO,HUERFANO SCHOOL DISTRICT RE-1,0807080,30,0,0
CO,WALSH SCHOOL DISTRICT NO. RE-1,0807110,8,0,0
CO,SCHOOL DISTRICT NO. RE-20 WELDON VALLEY,0807140,21,0,0
CO,CUSTER COUNTY SCHOOL DISTRICT CONSOLIDATED C-1,0807200,35,7,20
CO,WESTMINSTER PUBLIC SCHOOLS,0807230,639,84,13.14553991
CO,PRIMERO REORGANIZED SCHOOL DISTRICT NO. 2,0807260,16,2,12.5
CO,SCHOOL DISTRICT NO. RE-50J WIGGINS,0807290,34,18,52.94117647
CO,WILEY SCHOOL DISTRICT NO. RE-13 JT,0807320,18,13,72.22222222
CO,WELD COUNTY REORGANIZED SCHOOL DISTRICT NO. RE-4,0807350,432,161,37.26851852
CO,WOODLAND PARK SCHOOL DISTRICT NO. RE-2,0807380,180,42,23.33333333
CO,WOODLIN SCHOOL DISTRICT NO. R-104,0807410,6,0,0
CT,ANSONIA SCHOOL DISTRICT,0900060,188,49,26.06382979
CT,ASHFORD SCHOOL DISTRICT,0900090,36,7,19.44444444
CT,AVON SCHOOL DISTRICT,0900120,276,260,94.20289855
CT,BERLIN SCHOOL DISTRICT,0900210,213,173,81.22065728
CT,BETHEL SCHOOL DISTRICT,0900270,218,62,28.44036697
CT,BLOOMFIELD SCHOOL DISTRICT,0900330,129,52,40.31007752
CT,BOZRAH SCHOOL DISTRICT,0900390,21,10,47.61904762
CT,BRANFORD SCHOOL DISTRICT,0900420,243,71,29.218107
CT,BRIDGEPORT SCHOOL DISTRICT,0900450,1436,49,3.412256267
CT,BRISTOL SCHOOL DISTRICT,0900510,560,158,28.21428571
CT,BROOKFIELD SCHOOL DISTRICT,0900540,200,47,23.5
CT,BROOKLYN SCHOOL DISTRICT,0900570,111,42,37.83783784
CT,CANAAN SCHOOL DISTRICT,0900630,11,0,0
CT,CANTERBURY SCHOOL DISTRICT,0900660,59,18,30.50847458
CT,CANTON SCHOOL DISTRICT,0900690,142,56,39.43661972
CT,CHESHIRE SCHOOL DISTRICT,0900750,357,171,47.89915966
CT,CLINTON SCHOOL DISTRICT,0900810,163,39,23.92638037
CT,COLCHESTER SCHOOL DISTRICT,0900840,189,57,30.15873016
CT,COLUMBIA SCHOOL DISTRICT,0900900,62,27,43.5483871
CT,CORNWALL SCHOOL DISTRICT,0900930,19,7,36.84210526
CT,COVENTRY SCHOOL DISTRICT,0900960,137,47,34.30656934
CT,CROMWELL SCHOOL DISTRICT,0900990,145,77,53.10344828
CT,DANBURY SCHOOL DISTRICT,0901020,812,80,9.852216749
CT,DARIEN SCHOOL DISTRICT,0901050,377,0,0
CT,DERBY SCHOOL DISTRICT,0901110,102,0,0
CT,EAST GRANBY SCHOOL DISTRICT,0901170,61,33,54.09836066
CT,EAST HADDAM SCHOOL DISTRICT,0901200,103,35,33.98058252
CT,EAST HAMPTON SCHOOL DISTRICT,0901230,146,58,39.7260274
CT,EAST HARTFORD SCHOOL DISTRICT,0901260,478,199,41.63179916
CT,EAST HAVEN SCHOOL DISTRICT,0901290,249,23,9.236947791
CT,EAST LYME SCHOOL DISTRICT,0901320,219,81,36.98630137
CT,EAST WINDSOR SCHOOL DISTRICT,0901350,77,27,35.06493506
CT,EASTFORD SCHOOL DISTRICT,0901380,15,7,46.66666667
CT,EASTON SCHOOL DISTRICT,0901410,108,48,44.44444444
CT,ELLINGTON SCHOOL DISTRICT,0901440,212,159,75
CT,ENFIELD SCHOOL DISTRICT,0901470,346,98,28.32369942
CT,FAIRFIELD SCHOOL DISTRICT,0901530,795,360,45.28301887
CT,FARMINGTON SCHOOL DISTRICT,0901560,292,137,46.91780822
CT,FRANKLIN SCHOOL DISTRICT,0901590,22,15,68.18181818
CT,GLASTONBURY SCHOOL DISTRICT,0901620,515,131,25.4368932
CT,GRANBY SCHOOL DISTRICT,0901680,159,157,98.74213836
CT,GREENWICH SCHOOL DISTRICT,0901710,640,276,43.125
CT,GRISWOLD SCHOOL DISTRICT,0901740,141,39,27.65957447
CT,GROTON SCHOOL DISTRICT,0901770,286,70,24.47552448
CT,GUILFORD SCHOOL DISTRICT,0901800,290,100,34.48275862
CT,HAMDEN SCHOOL DISTRICT,0901860,416,48,11.53846154
CT,HARTFORD SCHOOL DISTRICT,0901920,1535,91,5.928338762
CT,HARTLAND SCHOOL DISTRICT,0901950,15,9,60
CT,KENT SCHOOL DISTRICT,0902040,22,0,0
CT,KILLINGLY SCHOOL DISTRICT,0902070,180,78,43.33333333
CT,LEBANON SCHOOL DISTRICT,0902130,81,26,32.09876543
CT,LEDYARD SCHOOL DISTRICT,0902160,162,16,9.87654321
CT,LISBON SCHOOL DISTRICT,0902190,40,22,55
CT,LITCHFIELD SCHOOL DISTRICT,0902220,91,48,52.74725275
CT,MADISON SCHOOL DISTRICT,0902280,280,133,47.5
CT,MANCHESTER SCHOOL DISTRICT,0902310,382,85,22.2513089
CT,MANSFIELD SCHOOL DISTRICT,0902340,137,31,22.62773723
CT,MERIDEN SCHOOL DISTRICT,0902400,487,99,20.32854209
CT,MIDDLETOWN SCHOOL DISTRICT,0902490,311,0,0
CT,MILFORD SCHOOL DISTRICT,0902520,490,161,32.85714286
CT,MONROE SCHOOL DISTRICT,0902550,250,95,38
CT,MONTVILLE SCHOOL DISTRICT,0902580,189,32,16.93121693
CT,NAUGATUCK SCHOOL DISTRICT,0902640,337,102,30.26706231
CT,NEW BRITAIN SCHOOL DISTRICT,0902670,584,31,5.308219178
CT,NEW CANAAN SCHOOL DISTRICT,0902700,305,121,39.67213115
CT,NEW FAIRFIELD SCHOOL DISTRICT,0902730,199,108,54.27135678
CT,NEW HAVEN SCHOOL DISTRICT,0902790,1401,601,42.89793005
CT,NEW LONDON SCHOOL DISTRICT,0902820,181,0,0
CT,NEW MILFORD SCHOOL DISTRICT,0902850,356,0,0
CT,NEWINGTON SCHOOL DISTRICT,0902880,323,119,36.84210526
CT,NEWTOWN SCHOOL DISTRICT,0902910,417,101,24.2206235
CT,NORTH BRANFORD SCHOOL DISTRIC,0902970,164,29,17.68292683
CT,NORTH CANAAN SCHOOL DISTRICT,0903000,22,0,0
CT,NORTH HAVEN SCHOOL DISTRICT,0903030,277,66,23.8267148
CT,NORTH STONINGTON SCHOOL DISTR,0903060,52,15,28.84615385
CT,NORWALK SCHOOL DISTRICT,0903090,809,238,29.41903585
CT,NORWICH SCHOOL DISTRICT,0903120,381,86,22.57217848
CT,OLD SAYBROOK SCHOOL DISTRICT,0903180,121,26,21.48760331
CT,OXFORD SCHOOL DISTRICT,0903240,169,43,25.44378698
CT,PLAINFIELD SCHOOL DISTRICT,0903270,186,96,51.61290323
CT,PLAINVILLE SCHOOL DISTRICT,0903300,170,80,47.05882353
CT,PLYMOUTH SCHOOL DISTRICT,0903330,109,44,40.36697248
CT,POMFRET SCHOOL DISTRICT,0903360,54,18,33.33333333
CT,PORTLAND SCHOOL DISTRICT,0903390,111,23,20.72072072
CT,PRESTON SCHOOL DISTRICT,0903420,55,0,0
CT,PUTNAM SCHOOL DISTRICT,0903480,89,29,32.58426966
CT,REDDING SCHOOL DISTRICT,0903510,123,62,50.40650407
CT,REGIONAL SCHOOL DISTRICT 06,0903515,78,44,56.41025641
CT,REGIONAL SCHOOL DISTRICT 10,0903520,177,50,28.24858757
CT,REGIONAL SCHOOL DISTRICT 12,0903530,64,25,39.0625
CT,REGIONAL SCHOOL DISTRICT 13,0903535,156,44,28.20512821
CT,REGIONAL SCHOOL DISTRICT 14,0903536,103,45,43.68932039
CT,REGIONAL SCHOOL DISTRICT 15,0903537,349,127,36.38968481
CT,REGIONAL SCHOOL DISTRICT 16,0903538,195,16,8.205128205
CT,REGIONAL SCHOOL DISTRICT 17,0903539,187,79,42.2459893
CT,REGIONAL SCHOOL DISTRICT 18,0903540,128,44,34.375
CT,REGIONAL SCHOOL DISTRICT 11,0903570,42,15,35.71428571
CT,REGIONAL SCHOOL DISTRICT 01,0903600,1,0,0
CT,REGIONAL SCHOOL DISTRICT 04,0903630,166,39,23.4939759
CT,REGIONAL SCHOOL DISTRICT 05,0903660,382,153,40.05235602
CT,REGIONAL SCHOOL DISTRICT 07,0903720,145,36,24.82758621
CT,REGIONAL SCHOOL DISTRICT 08,0903750,279,97,34.76702509
CT,RIDGEFIELD SCHOOL DISTRICT,0903810,410,306,74.63414634
CT,ROCKY HILL SCHOOL DISTRICT,0903840,196,63,32.14285714
CT,SALEM SCHOOL DISTRICT,0903900,35,18,51.42857143
CT,SALISBURY SCHOOL DISTRICT,0903930,28,10,35.71428571
CT,SEYMOUR SCHOOL DISTRICT,0903990,187,59,31.55080214
CT,SHARON SCHOOL DISTRICT,0904020,14,6,42.85714286
CT,SHELTON SCHOOL DISTRICT,0904050,457,117,25.60175055
CT,SHERMAN SCHOOL DISTRICT,0904080,37,18,48.64864865
CT,SIMSBURY SCHOOL DISTRICT,0904110,366,160,43.71584699
CT,SOMERS SCHOOL DISTRICT,0904140,115,59,51.30434783
CT,SOUTH WINDSOR SCHOOL DISTRICT,0904170,344,130,37.79069767
CT,SOUTHINGTON SCHOOL DISTRICT,0904230,558,118,21.14695341
CT,SPRAGUE SCHOOL DISTRICT,0904260,45,21,46.66666667
CT,STAFFORD SCHOOL DISTRICT,0904290,115,37,32.17391304
CT,STAMFORD SCHOOL DISTRICT,0904320,1117,496,44.40465533
CT,STONINGTON SCHOOL DISTRICT,0904380,180,79,43.88888889
CT,STRATFORD SCHOOL DISTRICT,0904440,534,119,22.28464419
CT,SUFFIELD SCHOOL DISTRICT,0904470,184,117,63.58695652
CT,THOMASTON SCHOOL DISTRICT,0904500,71,31,43.66197183
CT,THOMPSON SCHOOL DISTRICT,0904530,76,22,28.94736842
CT,TOLLAND SCHOOL DISTRICT,0904560,237,0,0
CT,TORRINGTON SCHOOL DISTRICT,0904590,334,20,5.988023952
CT,TRUMBULL SCHOOL DISTRICT,0904620,469,110,23.45415778
CT,UNION SCHOOL DISTRICT,0904650,10,2,20
CT,VERNON SCHOOL DISTRICT,0904680,208,63,30.28846154
CT,VOLUNTOWN BOARD OF EDUCATION,0904710,34,12,35.29411765
CT,WALLINGFORD SCHOOL DISTRICT,0904740,480,182,37.91666667
CT,WATERBURY SCHOOL DISTRICT,0904830,1354,163,12.03840473
CT,WATERFORD SCHOOL DISTRICT,0904860,238,56,23.52941176
CT,WATERTOWN SCHOOL DISTRICT,0904890,226,86,38.05309735
CT,WEST HARTFORD SCHOOL DISTRICT,0904920,688,341,49.56395349
CT,WEST HAVEN SCHOOL DISTRICT,0904950,430,95,22.09302326
CT,WESTBROOK SCHOOL DISTRICT,0904980,52,0,0
CT,WESTON SCHOOL DISTRICT,0905010,186,72,38.70967742
CT,WESTPORT SCHOOL DISTRICT,0905040,456,229,50.21929825
CT,WETHERSFIELD SCHOOL DISTRICT,0905070,278,85,30.57553957
CT,WILLINGTON SCHOOL DISTRICT,0905100,52,12,23.07692308
CT,WILTON SCHOOL DISTRICT,0905130,342,111,32.45614035
CT,WINDHAM SCHOOL DISTRICT,0905190,247,113,45.74898785
CT,WINDSOR SCHOOL DISTRICT,0905220,250,81,32.4
CT,WINDSOR LOCKS SCHOOL DISTRICT,0905250,115,41,35.65217391
CT,WOLCOTT SCHOOL DISTRICT,0905280,232,64,27.5862069
CT,WOODSTOCK SCHOOL DISTRICT,0905370,100,49,49
CT,THE GILBERT SCHOOL,0905372,91,17,18.68131868
DE,APPOQUINIMINK SCHOOL DISTRICT,1000080,859,257,29.9185099
